image_link,group_id,entity_name,entity_value,extracted_texts,number_in_extracted_text,extracted_value,final_ext_val
https://m.media-amazon.com/images/I/61WAxjRWPiL.jpg,709627,item_weight,4.2 kilogram,"['175mm(6.9inch)', 'M8Terminal', 'LiFeP04 12V40Ah', '14mm', '(0.55inch)', '135mm', 'EXPOSE TO TEMPERATURESABOVE 140F', '196mm(7.7inch)', '14.6V', '40A', '13.6V', '>4000H', '196*135*175mm', '4.20Kg']",True,"[{'role': 'user', 'content': ""Information: ['175mm(6.9inch)', 'M8Terminal', 'LiFeP04 12V40Ah', '14mm', '(0.55inch)', '135mm', 'EXPOSE TO TEMPERATURESABOVE 140F', '196mm(7.7inch)', '14.6V', '40A', '13.6V', '>4000H', '196*135*175mm', '4.20Kg']\n                    Allowed units: ['milligram', 'kilogram', 'microgram', 'gram', 'ounce', 'ton', 'pound']\n                    \n                    What is the item_weight?""}, {'role': 'assistant', 'content': '4.20 Kg'}]",4.20 Kg
https://m.media-amazon.com/images/I/81QQ-eiUC6L.jpg,267482,item_weight,1.05 ounce,"['5.9""', '12 AROMATHERAPY', 'Q8', '8.7""', '1.5/1.05oz']",True,"[{'role': 'user', 'content': 'Information: [\'5.9""\', \'12 AROMATHERAPY\', \'Q8\', \'8.7""\', \'1.5/1.05oz\']\n                    Allowed units: [\'milligram\', \'kilogram\', \'microgram\', \'gram\', \'ounce\', \'ton\', \'pound\']\n                    \n                    What is the item_weight?'}, {'role': 'assistant', 'content': '5.9""'}]","5.9"""
https://m.media-amazon.com/images/I/61948vDWzwL.jpg,618672,width,1.0 inch,"['(Elastic rate>1:2)', '6inch', '13inch', '8', '22lb']",True,"[{'role': 'user', 'content': ""Information: ['(Elastic rate>1:2)', '6inch', '13inch', '8', '22lb']\n                    Allowed units: ['centimetre', 'foot', 'millimetre', 'metre', 'inch', 'yard']\n                    \n                    What is the width?""}, {'role': 'assistant', 'content': '6 inch'}]",6 inch
https://m.media-amazon.com/images/I/619MLw7NmNL.jpg,940543,depth,6.7 centimetre,"['3.5cm', '8mm', '6.7cm']",True,"[{'role': 'user', 'content': ""Information: ['3.5cm', '8mm', '6.7cm']\n                    Allowed units: ['centimetre', 'foot', 'millimetre', 'metre', 'inch', 'yard']\n                    \n                    What is the depth?""}, {'role': 'assistant', 'content': '3.5cm'}]",3.5cm
https://m.media-amazon.com/images/I/51KrWZwNBJL.jpg,758128,height,200.0 centimetre,"['300 cm', '300 cm', '200 cm']",True,"[{'role': 'user', 'content': ""Information: ['300 cm', '300 cm', '200 cm']\n                    Allowed units: ['centimetre', 'foot', 'millimetre', 'metre', 'inch', 'yard']\n                    \n                    What is the height?""}, {'role': 'assistant', 'content': '300 cm'}]",300 cm
https://m.media-amazon.com/images/I/81hITsnexgS.jpg,558374,item_weight,264 gram,"['1Z CHILI POWDER', '12PIECES', 'Net wt./Cont.Neto9.3oz (264g)', '6(C']",True,"[{'role': 'user', 'content': ""Information: ['1Z CHILI POWDER', '12PIECES', 'Net wt./Cont.Neto9.3oz (264g)', '6(C']\n                    Allowed units: ['milligram', 'kilogram', 'microgram', 'gram', 'ounce', 'ton', 'pound']\n                    \n                    What is the item_weight?""}, {'role': 'assistant', 'content': '9.3oz'}]",9.3oz
https://m.media-amazon.com/images/I/51L9WyyudUL.jpg,679049,height,2.7 metre,"['1,5 m', '2,7 m', '36 kg']",False,"[{'role': 'user', 'content': ""Information: ['1,5 m', '2,7 m', '36 kg']\n                    Allowed units: ['centimetre', 'foot', 'millimetre', 'metre', 'inch', 'yard']\n                    \n                    What is the height?""}, {'role': 'assistant', 'content': '2.7 m'}]",2.7 m
https://m.media-amazon.com/images/I/61tlyHWGNaL.jpg,730429,item_weight,6.0 pound,"['8', '10:54', '24/4/2020', '24', '10', '11', 'h5:5', '39', '2:19', '2', '12=24', '3:42', '13', 'hh:9', 'hh:8', 'h5:01', '193', '22', ""'5:54"", '612', '03842', '6:44', '8:44']",True,"[{'role': 'user', 'content': 'Information: [\'8\', \'10:54\', \'24/4/2020\', \'24\', \'10\', \'11\', \'h5:5\', \'39\', \'2:19\', \'2\', \'12=24\', \'3:42\', \'13\', \'hh:9\', \'hh:8\', \'h5:01\', \'193\', \'22\', ""\'5:54"", \'612\', \'03842\', \'6:44\', \'8:44\']\n                    Allowed units: [\'milligram\', \'kilogram\', \'microgram\', \'gram\', \'ounce\', \'ton\', \'pound\']\n                    \n                    What is the item_weight?'}, {'role': 'assistant', 'content': '38.42 pound'}]",38.42 pound
https://m.media-amazon.com/images/I/81lpgWvJNKL.jpg,630390,item_weight,40.0 gram,"['40 g', '3 dosificadores disueltos', 'en 250ml de agua', '250ML Sports', '250ML', '30 g', 'MODODE EMPLEO:Deportes de Fuerza tomar 40g (3 dosificadores) disueltos', 'en 250ml de agua/leche.Deportes Intervalicos o endurance: tomar 30g (2', 'dosificadores) disueltos en 250ml de agua.Uso Clinico:tomar 30g (2 dosificadores)', 'disueltos en 250ml de agua/leche.', '2 dosificadores disueltos', 'DIRECTIONs:Strength Sports:40g (3 scoops dissolved in 250ml of water/milk.', 'Interval or endurance sports:30g (2 scoops) dissolved in 250ml of water.', 'en 250ml de agua', 'Clinical use30g (2 scoops dissolved in 250ml of water/milk', ""MODE D'EMPLOI:Sports de force:40g(3 cuilleres) dissous dans 250 mld'eau/"", ""250 ml d'eau.Utilisation clinique:30 g (2 cuilleres) dissous dans 250 ml d'eau/lait."", 'con los requisitos de EN 17444 (Legislacion antidopaje) en', 'Xarel.lo 13-08734 Olerdola BARCELONA)', 'Num.RSIPAC:26.06950/CAT', 'Num.RGSEAA:26.013294/B', '8436543901160']",True,"[{'role': 'user', 'content': 'Information: [\'40 g\', \'3 dosificadores disueltos\', \'en 250ml de agua\', \'250ML Sports\', \'250ML\', \'30 g\', \'MODODE EMPLEO:Deportes de Fuerza tomar 40g (3 dosificadores) disueltos\', \'en 250ml de agua/leche.Deportes Intervalicos o endurance: tomar 30g (2\', \'dosificadores) disueltos en 250ml de agua.Uso Clinico:tomar 30g (2 dosificadores)\', \'disueltos en 250ml de agua/leche.\', \'2 dosificadores disueltos\', \'DIRECTIONs:Strength Sports:40g (3 scoops dissolved in 250ml of water/milk.\', \'Interval or endurance sports:30g (2 scoops) dissolved in 250ml of water.\', \'en 250ml de agua\', \'Clinical use30g (2 scoops dissolved in 250ml of water/milk\', ""MODE D\'EMPLOI:Sports de force:40g(3 cuilleres) dissous dans 250 mld\'eau/"", ""250 ml d\'eau.Utilisation clinique:30 g (2 cuilleres) dissous dans 250 ml d\'eau/lait."", \'con los requisitos de EN 17444 (Legislacion antidopaje) en\', \'Xarel.lo 13-08734 Olerdola BARCELONA)\', \'Num.RSIPAC:26.06950/CAT\', \'Num.RGSEAA:26.013294/B\', \'8436543901160\']\n                    Allowed units: [\'milligram\', \'kilogram\', \'microgram\', \'gram\', \'ounce\', \'ton\', \'pound\']\n                    \n                    What is the item_weight?'}, {'role': 'assistant', 'content': '40 g'}]",40 g
https://m.media-amazon.com/images/I/51EUaCQUD4L.jpg,801829,width,25.2 inch,"['42.91""', '20.47', '25.2']",True,"[{'role': 'user', 'content': 'Information: [\'42.91""\', \'20.47\', \'25.2\']\n                    Allowed units: [\'centimetre\', \'foot\', \'millimetre\', \'metre\', \'inch\', \'yard\']\n                    \n                    What is the width?'}, {'role': 'assistant', 'content': ""Since there's no unit mentioned in the given information, I'll assume a standard unit for width, which is 'inch'. \n\nWidth: 20.47 inch""}]","Since there's no unit mentioned in the given information, I'll assume a standard unit for width, which is 'inch'. 

Width: 20.47 inch"
https://m.media-amazon.com/images/I/91cuSUtkr9L.jpg,273748,item_weight,0.23 kilogram,"['Shoulder strap: 65cm-130cm', '18cm - 7inch', '7cm - 2.8inch', '*Weight:0.23kg', '14cm - 5.5inch']",True,"[{'role': 'user', 'content': ""Information: ['Shoulder strap: 65cm-130cm', '18cm - 7inch', '7cm - 2.8inch', '*Weight:0.23kg', '14cm - 5.5inch']\n                    Allowed units: ['milligram', 'kilogram', 'microgram', 'gram', 'ounce', 'ton', 'pound']\n                    \n                    What is the item_weight?""}, {'role': 'assistant', 'content': '0.23kg'}]",0.23kg
https://m.media-amazon.com/images/I/6144n3kHtML.jpg,530124,width,900.0 millimetre,[],False,"[{'role': 'user', 'content': ""Information: []\n                    Allowed units: ['centimetre', 'foot', 'millimetre', 'metre', 'inch', 'yard']\n                    \n                    What is the width?""}, {'role': 'assistant', 'content': 'No information is provided for width.'}]",No information is provided for width.
https://m.media-amazon.com/images/I/71BX-m5-GpL.jpg,601746,item_weight,4.0 ounce,"['1. Align the ball and insert it', '2. Align the ball and insert it.', '3. Pull out with force.', '4.One set equipped with ball draw']",True,"[{'role': 'user', 'content': ""Information: ['1. Align the ball and insert it', '2. Align the ball and insert it.', '3. Pull out with force.', '4.One set equipped with ball draw']\n                    Allowed units: ['milligram', 'kilogram', 'microgram', 'gram', 'ounce', 'ton', 'pound']\n                    \n                    What is the item_weight?""}, {'role': 'assistant', 'content': '1 ounce'}]",1 ounce
https://m.media-amazon.com/images/I/613EKy4YqDL.jpg,180410,height,6.5 centimetre,"['Key case:can hold keys within 9.5*6.5cm', '95% of the car keys on the market can be put~']",True,"[{'role': 'user', 'content': ""Information: ['Key case:can hold keys within 9.5*6.5cm', '95% of the car keys on the market can be put~']\n                    Allowed units: ['centimetre', 'foot', 'millimetre', 'metre', 'inch', 'yard']\n                    \n                    What is the height?""}, {'role': 'assistant', 'content': '9.5 inch'}]",9.5 inch
https://m.media-amazon.com/images/I/81CGuu7--lL.jpg,433914,item_weight,60.0 gram,"['DURABLE 60GSM', '20MM', '[40MM', '40MM WIDE']",True,"[{'role': 'user', 'content': ""Information: ['DURABLE 60GSM', '20MM', '[40MM', '40MM WIDE']\n                    Allowed units: ['milligram', 'kilogram', 'microgram', 'gram', 'ounce', 'ton', 'pound']\n                    \n                    What is the item_weight?""}, {'role': 'assistant', 'content': '60GSM'}]",60GSM
https://m.media-amazon.com/images/I/41YZ0vlitIL.jpg,347320,depth,7.0 centimetre,['7cm/2.76in'],True,"[{'role': 'user', 'content': ""Information: ['7cm/2.76in']\n                    Allowed units: ['centimetre', 'foot', 'millimetre', 'metre', 'inch', 'yard']\n                    \n                    What is the depth?""}, {'role': 'assistant', 'content': '2.76in'}]",2.76in
https://m.media-amazon.com/images/I/715wC+BPTdL.jpg,308856,item_weight,4.4 pound,"['2kg', '4,4Lbs']",False,"[{'role': 'user', 'content': ""Information: ['2kg', '4,4Lbs']\n                    Allowed units: ['milligram', 'kilogram', 'microgram', 'gram', 'ounce', 'ton', 'pound']\n                    \n                    What is the item_weight?""}, {'role': 'assistant', 'content': '2kg'}]",2kg
https://m.media-amazon.com/images/I/71jTcyzGWdL.jpg,639090,item_weight,165 gram,"['around 165g ', 'H-9cm x L-9cm x W-6cm']",True,"[{'role': 'user', 'content': ""Information: ['around 165g ', 'H-9cm x L-9cm x W-6cm']\n                    Allowed units: ['milligram', 'kilogram', 'microgram', 'gram', 'ounce', 'ton', 'pound']\n                    \n                    What is the item_weight?""}, {'role': 'assistant', 'content': '165g'}]",165g
https://m.media-amazon.com/images/I/51DADsZBJFL.jpg,579652,height,25.4 centimetre,"['15""/ 38cm', '10""/ 25.4cm', '28""/71cm']",True,"[{'role': 'user', 'content': 'Information: [\'15""/ 38cm\', \'10""/ 25.4cm\', \'28""/71cm\']\n                    Allowed units: [\'centimetre\', \'foot\', \'millimetre\', \'metre\', \'inch\', \'yard\']\n                    \n                    What is the height?'}, {'role': 'assistant', 'content': '15"" inch'}]","15"" inch"
https://m.media-amazon.com/images/I/719OxUM8pvL.jpg,483370,item_weight,2.4 gram,"['495pcs', '20CM/7.8INCH', '27CM/10.6INCH', '12+', 'K96135', '495PES', 'CM/2.7INCH', '29CM/11.4INCH', '16CM/6.3INCH', 'K96135', '2.4G Remote Control*1', '2.4G Lithium Battery Box*1', 'Usb Charging Cable*1', 'A+8']",True,"[{'role': 'user', 'content': ""Information: ['495pcs', '20CM/7.8INCH', '27CM/10.6INCH', '12+', 'K96135', '495PES', 'CM/2.7INCH', '29CM/11.4INCH', '16CM/6.3INCH', 'K96135', '2.4G Remote Control*1', '2.4G Lithium Battery Box*1', 'Usb Charging Cable*1', 'A+8']\n                    Allowed units: ['milligram', 'kilogram', 'microgram', 'gram', 'ounce', 'ton', 'pound']\n                    \n                    What is the item_weight?""}, {'role': 'assistant', 'content': '16CM/6.3INCH'}]",16CM/6.3INCH
https://m.media-amazon.com/images/I/610AbCBRlQL.jpg,630869,depth,6.6 inch,"['3000', '6.6""']",True,"[{'role': 'user', 'content': 'Information: [\'3000\', \'6.6""\']\n                    Allowed units: [\'centimetre\', \'foot\', \'millimetre\', \'metre\', \'inch\', \'yard\']\n                    \n                    What is the depth?'}, {'role': 'assistant', 'content': '3000 centimetre'}]",3000 centimetre
https://m.media-amazon.com/images/I/81zsHAXu-IL.jpg,281678,item_weight,800.0 milligram,"['0oogg.ggooo', 'LIQUIRIZIA 800 mg/die:', 'RABARBAR0600 mg/die:', 'PIU MIX DI2 ERBE OFFICINALI']",True,"[{'role': 'user', 'content': ""Information: ['0oogg.ggooo', 'LIQUIRIZIA 800 mg/die:', 'RABARBAR0600 mg/die:', 'PIU MIX DI2 ERBE OFFICINALI']\n                    Allowed units: ['milligram', 'kilogram', 'microgram', 'gram', 'ounce', 'ton', 'pound']\n                    \n                    What is the item_weight?""}, {'role': 'assistant', 'content': '800 mg/die:'}]",800 mg/die:
https://m.media-amazon.com/images/I/61cdQDy5MML.jpg,752266,wattage,25.0 watt,"['19.6in', '2.0in', '59.0in(150CM)', '47.2in (120CM)', '85-265V/AC', 'Up to 80', '25W', '3000lm', 'Color temperature: Warm light 3000k']",True,"[{'role': 'user', 'content': ""Information: ['19.6in', '2.0in', '59.0in(150CM)', '47.2in (120CM)', '85-265V/AC', 'Up to 80', '25W', '3000lm', 'Color temperature: Warm light 3000k']\n                    Allowed units: ['kilowatt', 'watt']\n                    \n                    What is the wattage?""}, {'role': 'assistant', 'content': '25W'}]",25W
https://m.media-amazon.com/images/I/51k7gfPkrrL.jpg,810266,height,17.0 centimetre,"['520ML', '8 CM', '17 CM']",True,"[{'role': 'user', 'content': ""Information: ['520ML', '8 CM', '17 CM']\n                    Allowed units: ['centimetre', 'foot', 'millimetre', 'metre', 'inch', 'yard']\n                    \n                    What is the height?""}, {'role': 'assistant', 'content': '8 CM'}]",8 CM
https://m.media-amazon.com/images/I/71KHI8UGiPL.jpg,752266,wattage,30.0 watt,"['Cable length:50cm/19.7in', '30W', '360Rotation PIR', 'SDM2835 LEDChips']",True,"[{'role': 'user', 'content': ""Information: ['Cable length:50cm/19.7in', '30W', '360Rotation PIR', 'SDM2835 LEDChips']\n                    Allowed units: ['kilowatt', 'watt']\n                    \n                    What is the wattage?""}, {'role': 'assistant', 'content': '30W'}]",30W
https://m.media-amazon.com/images/I/51YzoZAW9BL.jpg,849273,height,41.0 centimetre,"['41CM', '9.5CM', '12.5CM']",True,"[{'role': 'user', 'content': ""Information: ['41CM', '9.5CM', '12.5CM']\n                    Allowed units: ['centimetre', 'foot', 'millimetre', 'metre', 'inch', 'yard']\n                    \n                    What is the height?""}, {'role': 'assistant', 'content': '12.5CM'}]",12.5CM
https://m.media-amazon.com/images/I/416OPIzICbS.jpg,385874,width,44.5 centimetre,['44.SCM'],False,"[{'role': 'user', 'content': ""Information: ['44.SCM']\n                    Allowed units: ['centimetre', 'foot', 'millimetre', 'metre', 'inch', 'yard']\n                    \n                    What is the width?""}, {'role': 'assistant', 'content': ""44 SCM \n(I'm assuming SCM stands for Square Centimetre)""}]","44 SCM 
(I'm assuming SCM stands for Square Centimetre)"
https://m.media-amazon.com/images/I/81m9JOlk4JL.jpg,529606,item_weight,250 gram,['NET QTY:250 g'],True,"[{'role': 'user', 'content': ""Information: ['NET QTY:250 g']\n                    Allowed units: ['milligram', 'kilogram', 'microgram', 'gram', 'ounce', 'ton', 'pound']\n                    \n                    What is the item_weight?""}, {'role': 'assistant', 'content': '250 g'}]",250 g
https://m.media-amazon.com/images/I/61-dPQg+yzL.jpg,478357,width,51.18 inch,"['51.18""', '220', '0.47""', '29.53""', '23.58""', '51 dia', '220 LBS = Average weight capacity. Placing heavy objects.']",True,"[{'role': 'user', 'content': 'Information: [\'51.18""\', \'220\', \'0.47""\', \'29.53""\', \'23.58""\', \'51 dia\', \'220 LBS = Average weight capacity. Placing heavy objects.\']\n                    Allowed units: [\'centimetre\', \'foot\', \'millimetre\', \'metre\', \'inch\', \'yard\']\n                    \n                    What is the width?'}, {'role': 'assistant', 'content': 'To find the width, I\'ll look for the information that matches the word ""width"". However, it\'s not mentioned. So, I\'ll look for the information that matches the word ""dia"", which is a common abbreviation for diameter, and a diameter is related to width.\n\nInformation: \'51 dia\'\n\nThe diameter is 51, and it\'s mentioned with ""dia"". I\'ll assume the unit is ""inch"" since it\'s a common unit for measuring small diameters.\n\nThe width is 51 inches.'}]","To find the width, I'll look for the information that matches the word ""width"". However, it's not mentioned. So, I'll look for the information that matches the word ""dia"", which is a common abbreviation for diameter, and a diameter is related to width.

Information: '51 dia'

The diameter is 51, and it's mentioned with ""dia"". I'll assume the unit is ""inch"" since it's a common unit for measuring small diameters.

The width is 51 inches."
https://m.media-amazon.com/images/I/51Hg+gO+9AL.jpg,459516,item_volume,100.0 millilitre,[],False,"[{'role': 'user', 'content': ""Information: []\n                    Allowed units: ['cubic foot', 'microlitre', 'cup', 'fluid ounce', 'centilitre', 'imperial gallon', 'pint', 'decilitre', 'litre', 'millilitre', 'quart', 'cubic inch', 'gallon']\n                    \n                    What is the item_volume?""}, {'role': 'assistant', 'content': '0 cubic inch'}]",0 cubic inch
https://m.media-amazon.com/images/I/613-r5Xl0ML.jpg,941694,item_weight,25.0 gram,[],False,"[{'role': 'user', 'content': ""Information: []\n                    Allowed units: ['milligram', 'kilogram', 'microgram', 'gram', 'ounce', 'ton', 'pound']\n                    \n                    What is the item_weight?""}, {'role': 'assistant', 'content': '0 gram'}]",0 gram
https://m.media-amazon.com/images/I/81RqgGjtDVL.jpg,120219,maximum_weight_recommendation,9.0 ton,[],False,"[{'role': 'user', 'content': ""Information: []\n                    Allowed units: ['milligram', 'kilogram', 'microgram', 'gram', 'ounce', 'ton', 'pound']\n                    \n                    What is the maximum_weight_recommendation?""}, {'role': 'assistant', 'content': ""I'm not able to find that information in the given list.""}]",I'm not able to find that information in the given list.
https://m.media-amazon.com/images/I/511vmXRC2zL.jpg,630869,depth,5.5 centimetre,['5.5cm (2.17in)'],True,"[{'role': 'user', 'content': ""Information: ['5.5cm (2.17in)']\n                    Allowed units: ['centimetre', 'foot', 'millimetre', 'metre', 'inch', 'yard']\n                    \n                    What is the depth?""}, {'role': 'assistant', 'content': '5.5cm'}]",5.5cm
https://m.media-amazon.com/images/I/51wf266sioL.jpg,823083,height,11.0 inch,"['11""', '61/8""']",True,"[{'role': 'user', 'content': 'Information: [\'11""\', \'61/8""\']\n                    Allowed units: [\'centimetre\', \'foot\', \'millimetre\', \'metre\', \'inch\', \'yard\']\n                    \n                    What is the height?'}, {'role': 'assistant', 'content': '11 inch'}]",11 inch
https://m.media-amazon.com/images/I/71c9R6qH24L.jpg,483370,item_weight,3.7 kilogram,"['33.2cm', '15cm', '15cm', '15.8cm', '48cm', '5cm', '18cm', '7.5cm', '3.7kg', '13.07 in', '5.11 in', '5.9 in', '6.22 in', '1.96 in', '7.08 in', '2.95 in', '19 in', '8.15 lb', '33.2cm', '13cm', '15cm', '15.8cm', '5cm', '18cm', '7.5cm', '48cm', '3.7kg']",True,"[{'role': 'user', 'content': ""Information: ['33.2cm', '15cm', '15cm', '15.8cm', '48cm', '5cm', '18cm', '7.5cm', '3.7kg', '13.07 in', '5.11 in', '5.9 in', '6.22 in', '1.96 in', '7.08 in', '2.95 in', '19 in', '8.15 lb', '33.2cm', '13cm', '15cm', '15.8cm', '5cm', '18cm', '7.5cm', '48cm', '3.7kg']\n                    Allowed units: ['milligram', 'kilogram', 'microgram', 'gram', 'ounce', 'ton', 'pound']\n                    \n                    What is the item_weight?""}, {'role': 'assistant', 'content': '3.7kg'}]",3.7kg
https://m.media-amazon.com/images/I/6143KIkCiLL.jpg,993359,item_weight,100 gram,"['tomation (Per 00g.)', '19.1g', '44.8g', 'Net Weight 100g', '12g', '364Kcl', '20101/202', '40.28AAP-Humras.', '11519026000141', '524', '04']",True,"[{'role': 'user', 'content': ""Information: ['tomation (Per 00g.)', '19.1g', '44.8g', 'Net Weight 100g', '12g', '364Kcl', '20101/202', '40.28AAP-Humras.', '11519026000141', '524', '04']\n                    Allowed units: ['milligram', 'kilogram', 'microgram', 'gram', 'ounce', 'ton', 'pound']\n                    \n                    What is the item_weight?""}, {'role': 'assistant', 'content': '19.1g'}]",19.1g
https://m.media-amazon.com/images/I/617YVg02rdL.jpg,801829,width,52.0 centimetre,"['49-61 cm', '53 cm', '52 cm']",True,"[{'role': 'user', 'content': ""Information: ['49-61 cm', '53 cm', '52 cm']\n                    Allowed units: ['centimetre', 'foot', 'millimetre', 'metre', 'inch', 'yard']\n                    \n                    What is the width?""}, {'role': 'assistant', 'content': '53 cm'}]",53 cm
https://m.media-amazon.com/images/I/51nXlC6dKiL.jpg,883361,width,28.0 centimetre,"['28cm', '10cm', '43cm', '10cm']",True,"[{'role': 'user', 'content': ""Information: ['28cm', '10cm', '43cm', '10cm']\n                    Allowed units: ['centimetre', 'foot', 'millimetre', 'metre', 'inch', 'yard']\n                    \n                    What is the width?""}, {'role': 'assistant', 'content': '10cm'}]",10cm
